word,embedding
ushering,"[-2.7325358e-03 -2.7837165e-04 -1.5753061e-03  2.8576669e-03
  4.9797599e-03 -1.1713728e-03 -2.3043700e-03 -4.2321803e-03
 -4.7495612e-03  3.4863153e-03  1.7525777e-03 -3.9591729e-03
 -1.9916170e-03  4.8740325e-03  2.6000822e-03  3.7838111e-03
 -5.8873725e-04 -1.3101235e-03  3.4838750e-03  3.5428905e-03
  2.7560925e-03 -1.8414269e-04 -2.3176752e-03 -9.4345742e-04
  1.2586996e-03  4.5201862e-03 -2.0450712e-03 -2.2379946e-04
 -4.6356600e-03 -2.1011037e-04  7.7872828e-04  4.4502304e-03
 -3.0085116e-03  4.1785268e-03 -1.8136654e-03  4.4415691e-03
  3.5471359e-04 -1.2788643e-03  2.1179088e-03  2.2962161e-03
  1.1529361e-03  2.1267473e-04 -2.7563695e-03 -2.8157204e-03
 -2.7758114e-03 -4.0295701e-03  1.5373161e-03 -1.2685847e-03
  3.3328568e-03 -1.2143251e-03 -2.3901267e-03  1.2186237e-03
 -3.5731217e-03  3.9034707e-03 -1.4026741e-03  1.8662026e-03
  4.2174254e-03  1.7850042e-03  2.0466784e-03  4.6524741e-03
  3.5933652e-03 -4.7165924e-03 -4.6518291e-03  5.1878189e-04
  1.0008827e-03  4.0699379e-03  4.4039232e-03  1.4225518e-03
  1.4224800e-03  1.1582864e-05 -2.2390499e-03 -1.7296078e-03
  3.1447557e-03 -1.2905329e-03  2.8953464e-03 -3.2214988e-03
  1.1421466e-03 -3.2202145e-03  3.1891288e-03 -1.6499265e-03
 -2.5878730e-03  3.0991118e-03 -8.3035527e-04 -4.9347072e-03
 -3.5334572e-03 -2.6158099e-03  2.5128266e-03  4.2486973e-03
 -1.1842924e-05  1.8981345e-04 -4.6180063e-03  4.1222065e-03
 -3.3425263e-03  2.4980048e-03 -7.6354202e-04 -4.8669972e-04
  4.8101894e-03 -4.4855713e-03 -4.0572397e-03 -3.7113586e-03]"
era,"[ 4.1785692e-03  1.6553812e-03 -4.6583302e-03  3.5869768e-03
 -4.8066108e-03  1.9765352e-03 -3.0939451e-03  4.1731498e-03
  3.6728715e-03 -1.8803305e-05 -4.9418458e-03  3.6937387e-03
 -2.8479032e-03  2.2901650e-04 -4.8085754e-03 -1.5504701e-03
  1.4181564e-03 -7.9392595e-04 -4.1397465e-03  2.6613858e-03
  1.1475829e-04 -4.5266808e-03 -6.3314085e-04  2.7205970e-03
 -4.2012846e-03  1.5013677e-05  4.7598216e-03  2.9343253e-03
  1.8296120e-03  2.4376069e-03  2.8400861e-03  2.3261663e-04
  1.4392111e-03  3.5082499e-04  4.5680413e-03 -3.4676518e-03
  3.4634548e-03 -4.0771160e-03  4.2408615e-04  5.3193787e-04
 -3.4597202e-03 -4.3630931e-03 -4.1052415e-03  1.6798541e-03
  1.6367653e-03  1.1660404e-03 -1.9759042e-03 -3.1182377e-03
  2.3650101e-03  3.6864018e-03 -1.2699126e-03  1.9047429e-03
 -5.0836620e-03  3.2404806e-03  3.3987102e-03  4.2443560e-03
  3.6488783e-03  3.8420380e-04 -4.4594165e-03  1.9250053e-03
  1.5622022e-03 -2.8200897e-03  3.8405610e-03  3.3033697e-03
  9.0599799e-04  2.6026831e-03  1.5150573e-03  3.5858643e-03
  3.0797557e-03 -3.8298354e-03 -7.3017720e-05  4.8761728e-04
 -4.3082116e-03 -2.5323213e-03 -9.9501282e-04  1.8087085e-03
  4.1614170e-03  2.4347964e-03 -2.2844686e-03  1.1585624e-03
 -3.4180391e-03 -1.6525254e-03  3.9086910e-03  2.9639730e-03
 -4.7940658e-03  1.9587715e-04  2.7525544e-03 -1.7552251e-03
 -7.9371728e-04  4.6553365e-03  3.6656470e-03  4.8382091e-03
 -9.9389139e-04 -5.0875857e-03 -3.0227278e-03  2.6753200e-03
 -4.7999374e-03 -1.5624056e-03  2.1888874e-03 -4.5124753e-03]"
tech-led,"[ 2.7108607e-03 -3.5076374e-03 -9.2753748e-05 -3.8982162e-03
 -1.7962130e-03  3.2314230e-04  4.2850729e-03 -1.7194268e-03
 -2.8697375e-04  5.5566436e-04  2.0999196e-03 -1.5358685e-03
  2.3692651e-03 -4.6624038e-03 -4.3931524e-03  1.5200879e-03
 -1.4648682e-03  4.2975321e-03 -1.4100107e-04 -4.8199445e-03
  3.2489789e-03  4.2536238e-04  3.7374548e-04 -3.1670441e-03
 -6.3866290e-04  3.8052087e-03 -3.0672571e-03 -1.3153582e-03
 -2.0063338e-03 -3.0140106e-03 -3.7218623e-03  3.9023256e-03
 -1.9813902e-03  7.5433910e-04  5.0551177e-04 -1.7559483e-03
  5.4061203e-04 -4.0634647e-03 -4.5469319e-03  2.2100257e-03
  3.1238701e-03 -3.3378650e-03 -1.2869803e-03  1.6257319e-03
 -6.3702994e-04  5.7767844e-04  7.5976067e-04 -8.8230427e-04
 -4.7361525e-04  3.9867512e-03  9.0222241e-04 -4.2994129e-03
 -2.4261011e-03  2.7516184e-03  8.9610217e-04  5.0059450e-03
 -4.0960545e-03  3.8815106e-03  3.7949835e-03 -1.7892646e-05
  3.7396636e-03  8.9373445e-04 -2.4397119e-03  1.4137439e-03
  2.9828592e-04  2.5119297e-03  3.6311571e-03 -4.6971934e-03
  4.3598963e-03 -3.0237462e-03 -3.0778470e-03  8.8813092e-04
  9.4693142e-04  4.7307247e-03 -4.3396782e-03  3.8500307e-03
  2.9494029e-03  7.8034680e-04 -1.2658568e-03  4.7835968e-03
  1.4261338e-03 -1.3743758e-03 -2.7186505e-04  4.3288595e-03
  1.5408540e-03  3.7478844e-03  3.6155689e-03 -3.9558052e-04
  2.3912729e-03 -4.5007691e-03 -2.1645753e-03  1.6216538e-03
  4.2815208e-03  2.4913207e-03 -3.2337413e-03 -2.8900226e-04
 -2.2733554e-03 -7.1413879e-04 -4.5447201e-03 -1.7713945e-03]"
filled,"[-2.8204841e-03 -2.5786741e-03  2.5283834e-03  2.6611521e-04
  3.6506860e-03 -3.3864609e-03  3.0552594e-03  2.0608403e-04
  4.9441694e-03 -6.8449177e-04  3.2983036e-03  4.2306120e-03
 -2.9693518e-03 -4.5220167e-03  2.6029767e-03 -2.1052239e-03
  3.8673889e-03  1.4699639e-03 -1.6579158e-03 -4.7356142e-03
 -1.1051476e-03 -2.2654200e-03  4.2082435e-03 -3.5421948e-03
 -3.1491083e-03 -2.4730750e-04  1.7418955e-03 -2.6534633e-03
  2.8596169e-03 -3.1678213e-03  4.3509877e-03 -2.1361506e-03
 -3.1439036e-03 -1.6783641e-03  1.7924702e-03  2.0955279e-03
  2.1694016e-03 -1.4465235e-03  4.0524811e-03  1.4878656e-03
 -2.7698807e-03  5.8939360e-04 -3.4570727e-03  2.1672300e-03
 -4.2335680e-03  2.5774664e-03 -3.6965618e-03 -6.9503480e-04
 -4.9295477e-03 -3.6005079e-04 -2.4602241e-03 -3.4226836e-03
 -3.9592064e-03 -5.5137346e-04  3.2633962e-03 -3.8962457e-03
  3.4373996e-03  4.5929379e-03 -4.7500748e-03 -1.3858351e-03
  2.5942333e-03 -1.4030332e-03  1.8766370e-03  1.5904413e-03
 -2.4561239e-03 -3.3316109e-04  1.7742097e-03  3.7019190e-03
 -4.5822337e-03  1.3179549e-03 -4.3351757e-03  3.7603788e-03
  1.7368101e-03  4.0719728e-03 -3.3158846e-03 -3.3169393e-03
  3.8016534e-03 -3.6515330e-03  8.6543913e-04  4.4146017e-03
 -1.5584540e-03  2.1236744e-03  3.7396152e-03  2.7896948e-03
 -3.4170803e-03 -1.2273558e-03 -7.5368007e-06 -4.5480831e-03
  2.0366567e-03  3.6763921e-03  1.7843291e-03  3.5439234e-03
  2.6039786e-03 -4.6396358e-03 -4.5612203e-03 -4.3029087e-03
  3.9052072e-03 -4.5759971e-03 -3.7289639e-03  4.0443027e-03]"
idea,"[-2.3519932e-03 -2.0375233e-03 -3.8334692e-04  5.1611412e-05
 -2.1841773e-03 -6.8783818e-04 -2.2695921e-03  3.5506204e-05
  1.4917228e-03 -1.3698961e-03 -1.7431062e-03 -2.7283411e-03
 -1.1832815e-03 -1.2827424e-03  4.0551340e-03 -4.5588720e-03
 -4.1089407e-03 -4.1826661e-03 -5.3171936e-04 -1.2178990e-03
  3.4331747e-03  3.3148255e-03 -2.3876333e-03  4.9388972e-03
  1.3502332e-03  4.1604615e-03  4.1104062e-03  4.1390941e-03
  9.6938852e-04 -2.0659219e-03 -3.4810372e-03  1.2045817e-04
 -1.5022215e-03  3.9262609e-03  3.6167209e-03  4.8439568e-03
 -4.3826904e-03 -1.0227794e-03  4.8289821e-03 -2.0103480e-04
  3.5553824e-03 -9.5952820e-04 -4.8141144e-03 -4.4140013e-04
 -1.1811344e-03  3.5536112e-03 -3.9358484e-03  1.8230327e-03
 -4.0429798e-03  1.3659577e-03 -3.2544811e-03 -1.5879403e-03
 -3.7859452e-03 -1.7177137e-03  4.9241860e-03 -3.3998664e-03
 -1.2337816e-03  2.1737681e-03 -2.7994297e-03 -2.6005635e-03
 -3.6871473e-03  2.6487492e-04 -4.9473615e-03 -2.0317612e-03
  8.2176423e-04 -3.6830513e-03 -3.6976372e-03  2.0529120e-03
 -4.9186045e-05  6.6914596e-04  4.7016391e-03 -4.4106031e-03
  3.0580875e-03  4.2102039e-03 -4.2974032e-03  1.7151444e-03
 -4.1405293e-03  7.9098140e-04 -7.4862392e-04  8.8171562e-04
  7.9295563e-04 -1.3992740e-03  3.3053218e-03 -3.5501195e-03
  3.1337845e-03  3.6434263e-03 -2.9842104e-03  2.6225760e-03
  1.9986462e-03  4.9081407e-03  4.4052103e-03  2.7697459e-03
  6.3300482e-04  1.2410569e-03  1.1225566e-03 -3.2204145e-03
  3.6019881e-03 -2.4556746e-03 -1.9807538e-03 -4.4302773e-03]"
potential,"[ 4.4096615e-03  1.0712300e-03  4.2646499e-03 -4.1220561e-03
  4.7622803e-03 -2.9358405e-03 -2.1770953e-03 -3.3050117e-03
 -1.6886469e-03  4.2261793e-03 -3.6425164e-03 -3.5058111e-03
 -3.5817816e-03  2.0590671e-03  3.1313035e-03  1.6992911e-03
  3.4671258e-03 -2.5306530e-03  3.5167832e-03  3.2525202e-03
  2.5156075e-03  5.1180976e-03 -3.7171261e-03  1.8021678e-04
 -3.0964497e-03  4.0075313e-03 -2.5659469e-03  1.5578688e-03
 -4.1340920e-03  1.6961605e-03 -4.6366192e-03 -3.1640641e-03
 -1.9939423e-03 -1.4242865e-03  8.9677356e-05  3.3554840e-03
 -1.3519642e-04 -2.4150945e-03 -3.8859614e-03  3.5435671e-03
  5.1904940e-03  7.1420014e-04 -1.6199339e-03  3.3196900e-03
  7.5258367e-04  3.5973419e-03 -3.0437203e-03  1.1622387e-03
  3.1769678e-03 -3.6410268e-03 -3.6042586e-03 -3.0160144e-03
  2.1832171e-03 -3.7405791e-03 -4.1903798e-03 -1.8029228e-04
 -2.3305728e-03 -5.4546940e-04 -8.8373071e-04 -3.1767888e-03
 -3.8337396e-03 -9.7066630e-05 -3.4929938e-03  3.2115669e-03
 -4.0676906e-03  2.7403382e-03 -3.8219695e-03  2.2001071e-04
 -2.3345677e-03 -1.6717882e-03 -6.1290257e-04  7.5631315e-04
 -2.7584445e-03  2.0900844e-03  3.2433921e-03  3.1750235e-03
  3.2350351e-03 -5.4850937e-03  3.4006773e-03 -3.3672541e-04
 -4.5435624e-03 -5.0516790e-03 -3.4419338e-03 -2.0928101e-03
  4.6551635e-04 -4.0086871e-03  5.3989846e-04 -2.9880174e-03
 -1.3437752e-03  3.3167400e-04  1.1568918e-03  3.0738744e-03
  3.3635136e-03  1.0594957e-03  3.0307798e-03  9.5581729e-04
 -3.3169342e-03 -3.8886520e-03 -2.9969704e-03 -2.6762192e-03]"
transform,"[-8.2546030e-04  2.6680138e-03 -2.0387720e-03 -9.6261461e-04
 -7.4283063e-04  1.0663769e-03  3.0328275e-03 -4.4606072e-03
 -4.6944474e-03  3.1857442e-03 -1.9080811e-03  2.9958005e-03
  1.4985725e-03 -2.0303011e-03 -4.6339906e-03  7.7303365e-04
  4.6832990e-03  4.8409346e-03  4.7179745e-03 -3.1717026e-03
  2.9733609e-03  2.3239162e-03 -1.0038749e-03  1.0872526e-03
 -4.5779925e-03 -4.2082281e-03  1.7491161e-03 -1.0963585e-03
 -3.1322623e-03  2.0955559e-03 -8.7249122e-05 -4.6078642e-03
  5.0055915e-03 -4.3106908e-03  2.5465260e-03  3.5471246e-03
  2.4206506e-03 -4.3509831e-03  6.7650247e-04  1.0296779e-03
 -7.2506082e-04 -4.8944443e-03  2.4689212e-03  3.6181365e-03
 -1.9324626e-03  6.2984051e-05 -1.8132439e-04  4.5290603e-03
 -1.3876808e-04  2.3676392e-03 -4.5775762e-03 -4.1334871e-03
  1.6979029e-03  7.0714473e-04  7.9110911e-04  2.5456462e-03
  3.2768718e-03 -2.1635594e-03  4.6630460e-03  1.1115080e-03
 -7.6722121e-04 -4.3166443e-03  4.7158748e-03  6.5888843e-04
  4.3595196e-03 -4.6188710e-03 -1.6217349e-03  1.6881431e-03
 -4.0992661e-03 -5.1096673e-03 -1.9742218e-03  5.0583114e-03
 -6.7246082e-04  1.7485503e-03  4.4313516e-03  2.5693274e-03
  1.0471795e-03 -2.8792897e-03  3.5733650e-03 -4.8090061e-03
  2.8531349e-03  2.2115810e-03  1.1299395e-03  3.3059081e-03
 -5.7297177e-04  3.7109170e-03 -8.4924504e-05 -4.3854765e-03
 -2.9040731e-03  3.2686400e-03  6.5912365e-04  2.5426229e-03
 -2.7481676e-03  3.5517700e-03 -4.2222040e-03 -5.5160455e-04
  2.1625571e-03  1.1608474e-03 -9.1656409e-05 -1.6924466e-03]"
mamata,"[ 4.3743788e-03  3.7696806e-03  3.2909131e-03 -2.1618744e-03
 -2.3947353e-03 -2.0210159e-03 -3.3542295e-03  2.5617462e-03
  1.6154344e-03  1.9065586e-03 -3.1130624e-03  9.6421823e-04
 -3.6635590e-03  1.5980403e-03  3.4420188e-03 -3.3384440e-03
  4.1389135e-03 -3.7883711e-03  2.3691959e-03 -3.2100247e-03
 -4.8582614e-04  1.2698668e-04 -1.4395447e-03  2.1748772e-04
  4.4226483e-03  2.0237868e-03  2.6092401e-03  9.2485594e-04
  4.2606927e-03  3.2349266e-03 -2.0646943e-04 -2.0887877e-04
  3.5424979e-04  2.7179315e-03 -2.0209649e-03 -1.4643943e-03
  2.9170874e-04  2.3228163e-03  5.1626028e-04 -7.2716194e-04
 -3.7159466e-03 -6.6413224e-04  4.2779357e-03 -1.5861078e-03
 -2.7634858e-03 -1.8635385e-03  4.3934979e-03  4.3540768e-04
  2.6342733e-04 -1.9574363e-05 -3.9453525e-03 -4.5024115e-03
 -1.9292464e-03  2.0129378e-03  2.9575203e-03 -4.6221979e-04
 -1.0926277e-04 -3.5527605e-03  7.3590426e-04 -2.9201058e-03
 -3.3826376e-03  3.0767411e-04 -3.8117315e-03  3.0148085e-03
 -3.6776015e-05  1.8667968e-03 -1.6433576e-03 -5.1193521e-04
 -2.2968382e-03 -1.0748502e-03 -6.4147945e-04 -8.7287679e-04
 -1.6577176e-03  4.7002281e-03  1.2634489e-03 -3.3152387e-03
  3.0031495e-03 -3.9813053e-03  9.9316542e-04  1.4867445e-03
  3.7274372e-03 -3.4917746e-04 -3.5499395e-03  1.0222577e-03
  2.8045536e-03  1.0108907e-03 -9.7787823e-04  2.2997267e-03
 -4.2375606e-03 -1.8159949e-03 -3.8560319e-03 -1.0835863e-04
 -3.1081915e-03 -2.1449095e-03  1.3832310e-03 -4.7308425e-04
 -4.9860436e-03  8.3692669e-04  3.0830693e-03 -4.3350807e-03]"
didi,"[-1.4020528e-03 -2.0184966e-03 -1.3564214e-03 -1.3091487e-03
  1.7338411e-03  3.5751280e-03 -2.9746057e-03 -3.3403668e-03
  2.2467733e-03 -1.9331869e-03 -3.3901788e-03 -6.6686334e-04
  2.8674023e-03 -1.4572974e-03 -6.4022531e-04 -1.0447424e-03
 -3.2119376e-03 -2.9728687e-03 -2.5444438e-03  1.0625388e-03
  4.7825309e-03  1.5557262e-03 -2.9173605e-03  2.9730839e-03
 -2.4248448e-03 -5.0854650e-03 -2.2769854e-03  2.5183121e-03
 -2.3381773e-03  1.6894176e-03  1.2670769e-03  4.1678599e-03
 -3.7056589e-03  1.1325816e-04 -3.7773321e-03 -4.7810967e-03
 -1.3127821e-03 -4.4355467e-03  2.3993645e-03  4.3156501e-03
 -3.8579600e-03  4.0173563e-03 -3.2684412e-03  1.8795450e-03
  3.2757486e-03 -3.4861090e-03 -2.3620678e-03  4.7333790e-03
 -2.5752224e-03 -1.2624251e-03 -4.1800211e-03 -1.2653336e-03
 -4.5535192e-03 -4.7102319e-03  1.6224530e-04 -2.2869154e-03
 -1.9618792e-03 -5.1345364e-03 -2.2530593e-03 -2.5290916e-08
 -1.1364438e-03  4.4840877e-03 -3.6003212e-03 -4.5514186e-03
 -2.6461678e-03 -3.2323832e-03  4.0551927e-03 -4.2679990e-03
  2.1140769e-03 -2.1496604e-03 -3.6214849e-03  2.2557639e-03
  1.0126899e-03 -1.4582060e-03 -1.1658708e-03 -6.8564470e-05
 -4.5827843e-04 -1.1286986e-03 -3.3605463e-04 -2.3236233e-03
  4.8422744e-03  2.0439602e-03  1.5366173e-04  3.5344686e-03
  8.1020314e-04  4.5868037e-03 -1.3775566e-03 -4.8527848e-03
  5.1356354e-03  3.6897387e-03 -7.8312558e-04  1.1249760e-03
  3.9428547e-03  1.0836910e-03 -1.7429068e-03  2.2074839e-03
 -3.3671646e-03  2.1228355e-03  2.9300710e-03  3.1845452e-04]"
her,"[ 2.2017562e-03  6.2821590e-04  2.7765325e-04 -3.2251652e-03
 -9.2539768e-04  1.6432246e-03  1.0671188e-03 -1.9943060e-03
 -3.8048606e-03  9.4675727e-04 -3.1613934e-04 -4.7140601e-03
 -3.0346138e-03  1.5459014e-03 -1.9325493e-03 -2.2656841e-03
  3.2627143e-03 -3.1274420e-03  1.2151450e-03  2.7511900e-03
  7.5719366e-04  2.6192702e-03 -4.4637220e-03  3.9926847e-03
  3.0943488e-03 -2.9352081e-03 -1.8263424e-03 -2.1649443e-03
 -4.6683927e-03 -4.4872914e-03  1.0259997e-03 -1.9404094e-03
 -2.9301869e-03  4.4417176e-03  1.9901011e-03  2.8561868e-03
 -3.0751046e-04 -4.1406816e-03  4.5557772e-03 -2.2766690e-03
 -1.7369970e-03  4.0413043e-03 -3.0833378e-04 -4.8486204e-03
 -3.4183452e-03  6.7718378e-05  3.9495688e-04 -4.4457754e-03
 -3.3685067e-03  4.0178108e-03  3.6333117e-03 -3.7176241e-04
  3.0332296e-03  7.5016130e-04 -2.7491122e-03  1.3724257e-03
 -1.8510874e-03 -1.8861552e-03 -1.9782968e-03 -3.5488221e-03
 -4.0437425e-03  4.0862160e-03 -2.5203626e-03  3.7033481e-03
  1.2452763e-03 -2.3646690e-03  3.1271463e-04 -2.3464945e-03
  9.6073847e-05 -4.5115501e-03 -4.1943523e-03  8.7773061e-04
  5.1102047e-03  3.3342239e-05 -2.3204738e-03 -1.7513217e-03
 -3.3031977e-03  4.1640173e-03  4.0459442e-03 -1.9527143e-03
 -1.1068390e-03  1.3090987e-04  4.6965503e-03 -2.3261060e-03
  3.4399042e-03  2.5445985e-04  4.9690106e-03  3.0957696e-03
  2.6891222e-03  3.4090432e-03  3.2366779e-06  1.0244686e-03
 -3.9781192e-03 -3.8673871e-03  4.5756102e-03 -1.0185018e-03
 -2.2949330e-03 -8.1813766e-04 -3.4723377e-03  4.8508123e-03]"
mamataofficial,"[ 0.00039216 -0.00444515 -0.00189355 -0.00289764  0.00278567 -0.00436571
  0.00360043 -0.00152023  0.00478033 -0.00480921  0.00241815  0.00333464
 -0.00072775 -0.00214189 -0.00233151  0.00146578 -0.00474042 -0.00244796
  0.00110376 -0.00102383 -0.00266398 -0.00178309  0.00038979  0.00423004
  0.00043666 -0.00353373 -0.00128956 -0.00234727 -0.00046858 -0.0032616
  0.00213014  0.00080974  0.00055279 -0.00131858  0.00144598  0.00115045
  0.0009679  -0.00398111  0.00118105  0.00141573 -0.00477954  0.00420848
  0.00186676 -0.0001029   0.00071152  0.00167542  0.00292988  0.00374098
  0.00471071  0.00430251 -0.00114127 -0.00172512  0.00370559  0.00268805
 -0.00158171 -0.00029234  0.00015074  0.0048601   0.00017611 -0.00099796
  0.00257127 -0.00286057  0.00291956  0.00097095 -0.00025815 -0.00475333
 -0.00085653 -0.00303537 -0.00160449  0.00278045  0.0009927  -0.00033021
 -0.0036351   0.00166571  0.00242578 -0.00401354 -0.00099663 -0.00071983
  0.00420938  0.00183699 -0.00016042 -0.00330131 -0.00213837  0.00050697
 -0.00302468  0.0023651  -0.00094327 -0.00170376  0.00443481  0.00380557
  0.00314671 -0.0008723   0.00017015 -0.00488179 -0.00399537 -0.00368513
  0.00016771 -0.00219811 -0.00104579 -0.00309941]"
all-india,"[-2.4125585e-03 -1.9808451e-03 -1.0497097e-03  2.6358713e-03
  3.9291759e-03 -9.1192074e-04 -3.7892153e-03  1.3503821e-03
  2.7680623e-03  3.6257140e-03 -1.0328123e-03 -1.1539776e-03
  3.2385890e-03  4.2076240e-04 -1.5291198e-03  3.1870039e-04
  3.4847143e-03 -5.0595305e-03  1.7747981e-03 -4.1200765e-03
  1.2240825e-03 -2.1737390e-03  1.9561849e-03  3.0757552e-03
 -2.1443043e-03 -2.5476795e-03 -2.4468789e-03  4.5979032e-03
 -4.0699285e-03 -1.3403139e-04 -1.7843796e-04 -2.0448056e-03
  1.0646110e-03  3.6884008e-03  8.6711626e-04 -2.0985128e-03
  3.1156468e-04 -5.2759969e-03  2.3770137e-03  4.7557745e-03
  4.9359435e-03 -8.2796026e-04 -5.6204654e-04  2.7136996e-03
 -4.2924886e-03  1.9486230e-03 -2.1156485e-03  2.1923198e-03
 -3.7860859e-03  1.0075653e-03  3.4305354e-04  6.8841240e-04
  2.1060659e-03 -4.5526768e-03  5.2648401e-03 -4.6571465e-03
 -3.9204718e-03  2.5515070e-03 -4.5329276e-03 -7.6866265e-05
 -4.4059022e-03  2.5434778e-03 -4.3037725e-03 -3.2360689e-03
  7.7360816e-04  3.2954111e-03 -1.8402770e-04  1.2255857e-03
 -5.4626376e-04  3.3482371e-03 -1.2641124e-04 -4.3176622e-03
 -4.2042513e-03 -1.4415703e-03 -4.4026738e-03 -2.1359352e-03
 -1.8204931e-03  2.1501379e-03  3.3247133e-03  3.5709622e-03
 -2.4307845e-03 -2.2666634e-03  9.0491405e-05  3.8058339e-03
 -3.4981719e-03 -4.5918413e-03  3.8671223e-03  3.2250537e-03
 -6.7231042e-04  3.5275498e-03 -4.1375219e-04 -3.3569846e-03
 -9.3551684e-04 -4.6571488e-03 -3.6135179e-03  2.1057336e-03
  5.2921812e-04  5.0509423e-03  3.1848545e-03 -2.9526455e-03]"
theme,"[ 5.5203894e-03  1.9624074e-04 -1.8677004e-03 -1.4943981e-03
  4.3880711e-03  2.8789500e-03  3.0307642e-03  1.6887710e-05
 -4.6737851e-03  2.5455633e-03  1.9523134e-03  8.6386380e-04
 -4.4486791e-05 -3.6324558e-04 -2.0982844e-03 -5.1084901e-03
  1.4881849e-03 -4.2344457e-03 -3.8374292e-03  3.5415017e-03
 -4.2801695e-03 -3.6457337e-03  2.5917578e-04 -3.3473852e-03
  2.3280198e-03 -4.7957073e-03 -2.3650501e-03  4.6160473e-03
 -2.2706685e-03 -8.1966142e-04  2.7558126e-03  2.4366595e-03
  4.3509416e-03  1.6502969e-03 -4.2566382e-03  2.2681954e-03
 -3.5662751e-03  2.5329720e-03 -8.0826569e-05  4.4863606e-03
  4.9467254e-03  7.7129394e-04 -2.2983626e-03  3.5041296e-03
 -2.8334539e-03  2.4735923e-03 -3.3748598e-04  3.2498795e-03
  1.4751543e-03  9.4256568e-04 -2.6488195e-03 -2.6711293e-03
 -3.5031247e-03  3.7299078e-03  2.6464188e-03 -3.4907765e-03
 -4.6722253e-04  4.3129767e-04 -4.1096467e-03 -2.7500389e-03
 -3.2765015e-03  4.3505784e-03 -4.8421575e-03  3.7257946e-03
 -3.1554722e-04  1.9566263e-03  3.7839758e-04 -3.0263059e-03
  3.4130134e-03 -2.8354006e-03  1.3443026e-03  2.0681696e-03
 -1.5796318e-04  4.7209323e-03  8.4024417e-04  6.2408275e-04
 -2.7537269e-03  2.0382259e-04  2.2794085e-03  3.4353923e-04
 -3.9988416e-03 -4.0021236e-03 -4.9328660e-03 -2.1530658e-03
  1.2903749e-03  2.7728451e-03  5.2624261e-03 -3.3699279e-04
 -2.0914716e-03  4.6260552e-03  2.9870064e-03 -6.5828027e-04
 -5.3895665e-03  1.0653542e-03 -2.8377667e-03  5.4905075e-03
 -5.1745926e-03  5.1963311e-03 -1.2492081e-03 -3.5380900e-03]"
'water,"[ 0.00460102  0.00193004  0.00238878 -0.00423757 -0.00045119 -0.00046466
 -0.00335256  0.00146777 -0.00172184  0.00030446  0.00282152 -0.00342386
  0.0009446  -0.00164234  0.00324639 -0.00405099 -0.00038029  0.00130166
 -0.0048166   0.00190857  0.00414845  0.00439063 -0.00478262  0.00031227
 -0.00478646 -0.00250096  0.00223593 -0.00066929 -0.00327223 -0.00104592
 -0.00365228 -0.00177046  0.00510175 -0.00053778  0.00299479  0.00378684
  0.00048528 -0.00519191 -0.00133745 -0.00150897  0.0051971  -0.00101602
  0.00157888  0.00224038 -0.0025546   0.00061835  0.00283071  0.00113462
  0.00435061 -0.0002115   0.0015743  -0.00160924  0.00422493  0.0036332
 -0.00350828 -0.00292756  0.00424588  0.0037212   0.00269324  0.00184388
 -0.0012688   0.00249449  0.00473266 -0.00438041  0.00410121  0.00352477
 -0.00167827  0.0003807  -0.00280646  0.00336098 -0.00230906 -0.00049981
  0.00279249 -0.00103604  0.00035024 -0.00364282  0.00184017  0.00339922
  0.00476651 -0.00183769 -0.00479827  0.00409071 -0.00219116  0.00227205
  0.00092743 -0.00396428 -0.00055778  0.00192092  0.0046262  -0.00039729
 -0.00359988 -0.001501    0.00152833 -0.00181858  0.0021314  -0.00381518
 -0.00210243 -0.00453369  0.00436883 -0.00115048]"
